filename	label	start_span	end_span	term	code	sem_rel	is_abbrev	is_composite	need_context
es-S0004-06142008000400013-1	PROCEDIMIENTO	1170	1187	doble anexectomía	450669005	EXACT	False	False	False
es-S0004-06142008000400013-1	PROCEDIMIENTO	1262	1322	estudio histológico intraoperatorio de la estructura ovárica	4849008	EXACT	False	False	False
es-S0004-06142008000400013-1	PROCEDIMIENTO	1396	1425	diagnóstico histológico renal	252416005	NARROW	False	False	False
es-S0004-06142008000400013-1	PROCEDIMIENTO	456	481	estudio de estadificación	15886004	NARROW	False	False	True
es-S0004-06142008000400016-1	PROCEDIMIENTO	1274	1316	análisis anatomopatológico intraoperatorio	108257001	NARROW	False	False	False
es-S0004-06142008000400016-1	PROCEDIMIENTO	1555	1574	penectomía subtotal	80855002	NARROW	False	False	False
es-S0004-06142008000400016-1	PROCEDIMIENTO	1655	1701	linfadenectomía inguinal superficial bilateral	234256003	EXACT	False	False	False
es-S0004-06142008000400016-1	PROCEDIMIENTO	1753	1772	TAC tóracoabdominal	418891003	EXACT	True	False	False
es-S0004-06142008000400016-1	PROCEDIMIENTO	1861	1871	penectomía	80855002	EXACT	False	False	False
es-S0004-06142008000400016-1	PROCEDIMIENTO	322	341	bloqueo androgénico	707266006	EXACT	False	False	False
es-S0004-06142008000400016-1	PROCEDIMIENTO	948	959	se palpaban	113011001	EXACT	False	False	False
es-S0004-06142008000400016-1	PROCEDIMIENTO	960	976	linfadenectomías	58347006	EXACT	False	False	False
es-S0004-06142008000500009-1	PROCEDIMIENTO	1038	1075	ligadura o sección del uréter derecho	7556002	EXACT	False	False	False
es-S0004-06142008000500009-1	PROCEDIMIENTO	1129	1141	ureterolisis	15761001	EXACT	False	False	False
es-S0004-06142008000500009-1	PROCEDIMIENTO	1144	1164	exéresis del urinoma	392022002	NARROW	False	False	False
es-S0004-06142008000500009-1	PROCEDIMIENTO	1170	1209	anastomosis termino-terminal del uréter	62779009	NARROW	False	False	False
es-S0004-06142008000500009-1	PROCEDIMIENTO	1276	1321	Se deja catéter doble J tutorizando el uréter	736683003	EXACT	False	False	False
es-S0004-06142008000500009-1	PROCEDIMIENTO	482	523	palpación profunda de fosa lumbar derecha	315316004	NARROW	False	False	False
es-S0004-06142008000500009-1	PROCEDIMIENTO	544	590	percusión y palpación de fosa lumbar izquierda	284365007	NARROW	False	False	False
es-S0004-06142008000500009-1	PROCEDIMIENTO	673	697	Tomografía computerizada	77477000	EXACT	False	False	False
es-S0004-06142008000500009-1	PROCEDIMIENTO	92	137	histerectomía abdominal con doble anexectomía	86477000	EXACT	False	False	False
es-S0004-06142008000700003-1	PROCEDIMIENTO	1166	1176	Rx. simple	168537006	EXACT	True	False	False
es-S0004-06142008000700003-1	PROCEDIMIENTO	1437	1454	uretrocistoscopia	386745004	EXACT	False	False	False
es-S0004-06142008000700003-1	PROCEDIMIENTO	1661	1671	TC pélvico	169071000	EXACT	True	False	False
es-S0004-06142008000700003-1	PROCEDIMIENTO	1887	1935	extracción de la misma mediante cistoslitectomía	123678003	NARROW	False	False	False
es-S0004-06142008000700003-1	PROCEDIMIENTO	1957	2017	"cistogasomectomía"" mediante apertura vesical a cielo abierto"	236218001	EXACT	False	False	True
es-S0004-06142008000700003-1	PROCEDIMIENTO	237	262	histerectomía vía vaginal	265056007	EXACT	False	False	False
es-S0004-06142008000700003-1	PROCEDIMIENTO	808	834	Rx aparato urinario simple	113103008	EXACT	True	False	False
es-S0004-06142009000400011-1	PROCEDIMIENTO	2613	2624	RMN pélvica	2690005	EXACT	True	False	False
es-S0004-06142009000400011-1	PROCEDIMIENTO	2695	2721	radioterapia locorregional	429685005	EXACT	False	False	False
es-S0004-06142009000400011-1	PROCEDIMIENTO	2724	2752	quimioterapia complementaria	367336001	EXACT	False	False	False
es-S0004-06142009000400011-1	PROCEDIMIENTO	2774	2800	radioterapia locorregional	429685005	EXACT	False	False	False
es-S0004-06142009000400011-1	PROCEDIMIENTO	3103	3121	citología urinaria	167354004	EXACT	False	False	False
es-S0004-06142009000400011-1	PROCEDIMIENTO	3124	3151	TAC toraco-abdomino-pélvico	418023006	EXACT	True	False	False
es-S0004-06142009000400011-1	PROCEDIMIENTO	399	415	sondaje urinario	720649006	EXACT	False	False	False
es-S0004-06142009000400011-1	PROCEDIMIENTO	417	444	se colocó talla suprapúbica	443425001	NARROW	False	False	False
es-S0004-06142010000100015-1	PROCEDIMIENTO	374	387	orquidectomia	236334001	EXACT	False	False	True
es-S0004-06142010000100015-1	PROCEDIMIENTO	460	483	estudio histopatologico	252416005	EXACT	False	False	False
es-S0210-48062003000900009-1	PROCEDIMIENTO	402	423	T.C. abdomino-pélvico	419394006	EXACT	True	False	False
es-S0210-48062003000900009-1	PROCEDIMIENTO	716	746	renograma isotópico con Tc-99m	241362005	EXACT	False	False	False
es-S0210-48062004000200011-1	PROCEDIMIENTO	1313	1338	Ecografía renal y vesical	303917008	EXACT	False	False	False
es-S0210-48062004000200011-1	PROCEDIMIENTO	1744	1781	orquiectomía radical por vía inguinal	116171002	EXACT	False	False	False
es-S0210-48062004000200011-1	PROCEDIMIENTO	1786	1833	anatomía patológica informa, en la macroscópica	168126000	EXACT	False	False	False
es-S0210-48062004000200011-1	PROCEDIMIENTO	2254	2289	TAC de cuerpo completo de estadiaje	169072007	EXACT	True	False	False
es-S0210-48062004000200011-1	PROCEDIMIENTO	2630	2665	fórmula leucocitaria y linfocitaria	302560003	EXACT	False	False	False
es-S0210-48062004000200011-1	PROCEDIMIENTO	2765	2787	biopsia de medula ósea	234326005	EXACT	False	False	False
es-S0210-48062004000200011-1	PROCEDIMIENTO	3103	3119	frotis sanguíneo	104130000	EXACT	False	False	False
es-S0210-48062004000200011-1	PROCEDIMIENTO	3419	3430	fibroscopia	423827005	EXACT	False	False	False
es-S0210-48062004000200011-1	PROCEDIMIENTO	3597	3601	CHOP	367336001	NARROW	True	False	True
es-S0210-48062004000200011-1	PROCEDIMIENTO	3597	3658	CHOP (ciclofosfamida, doxorrubicina, vincristina, prednisona)	367336001	NARROW	True	False	False
es-S0210-48062004000200011-1	PROCEDIMIENTO	3766	3811	quimioterapia pautándosele 6 ciclos de R-CHOP	722491009	EXACT	False	False	False
es-S0210-48062004000200011-1	PROCEDIMIENTO	3805	3811	R-CHOP	722491009	EXACT	True	False	False
es-S0210-48062004000200011-1	PROCEDIMIENTO	3830	3862	radioterapia genital coadyuvante	428831001	EXACT	False	False	True
es-S0210-48062004000200011-1	PROCEDIMIENTO	3865	3890	quimioprofilaxis cerebral	420965003	NARROW	False	False	False
es-S0210-48062004000200011-1	PROCEDIMIENTO	407	418	inhaladores	243132000	EXACT	False	False	False
es-S0210-48062004000200011-1	PROCEDIMIENTO	421	449	oxígeno crónico domiciliario	426990007	EXACT	False	False	False
es-S0210-48062004000200011-1	PROCEDIMIENTO	660	705	exploración genital en el hemiescroto derecho	363117004	EXACT	False	False	False
es-S0210-48062004000500009-1	PROCEDIMIENTO	1509	1528	exéresis de la masa	392022002	EXACT	False	False	False
es-S0210-48062004000500009-1	PROCEDIMIENTO	1602	1622	lumbotomía izquierda	260661008	NARROW	False	False	False
es-S0210-48062004000500009-1	PROCEDIMIENTO	1659	1674	disección renal	122459003	NARROW	False	False	True
es-S0210-48062004000500009-1	PROCEDIMIENTO	1979	2020	exéresis de la totalidad de la tumoración	370612006	EXACT	False	False	False
es-S0210-48062004000500009-1	PROCEDIMIENTO	2071	2090	exéresis de la masa	392022002	EXACT	False	False	False
es-S0210-48062004000500009-1	PROCEDIMIENTO	2237	2292	análisis anatomopatológico de la pared de la tumoración	108257001	NARROW	False	False	False
es-S0210-48062004000500009-1	PROCEDIMIENTO	492	527	intervención sobre el ojo izquierdo	59959006	EXACT	False	False	True
es-S0210-48062004000500009-1	PROCEDIMIENTO	593	641	ureterolitectomía del tercio superior del uréter	82667005	EXACT	False	False	False
es-S0210-48062004000500009-1	PROCEDIMIENTO	688	698	lumbotomía	260661008	EXACT	False	False	False
es-S0210-48062004000800009-1	PROCEDIMIENTO	1316	1371	mediante incisión en el flanco practicamos tumorectomía	370612006	NARROW	False	False	False
es-S0210-48062004000800009-1	PROCEDIMIENTO	605	616	Eco-doppler	1187106001	EXACT	False	False	False
es-S0210-48062004000800009-1	PROCEDIMIENTO	678	697	TC abdomino-pélvica	419394006	EXACT	True	False	False
es-S0210-48062004000800009-1	PROCEDIMIENTO	840	853	RNM abdominal	241621009	EXACT	True	False	False
es-S0210-48062005000300014-1	PROCEDIMIENTO	1353	1375	embolización selectiva	57238002	EXACT	False	False	True
es-S0210-48062005000300014-1	PROCEDIMIENTO	1436	1468	arteriografía de aorta abdominal	168941001	EXACT	False	False	False
es-S0210-48062005000300014-1	PROCEDIMIENTO	1486	1584	se cateteriza selectivamente la arteria renal derecha con un catéter angiográfico visceral Cobra 2	287581009	NARROW	False	False	False
es-S0210-48062005000300014-1	PROCEDIMIENTO	1630	1715	emboliza la arteria que irriga al tumor con partículas de alcohol de polivinilo (PVA)	57238002	NARROW	True	False	False
es-S0210-48062005000300014-1	PROCEDIMIENTO	2422	2427	IECAS	410682003	EXACT	True	False	False
es-S0210-48062005000300014-1	PROCEDIMIENTO	2430	2449	calcio antagonistas	722047001	EXACT	False	False	False
es-S0210-48062005000300014-1	PROCEDIMIENTO	685	705	estudio cistoscópico	24139008	EXACT	False	False	False
es-S0210-48062005000300014-1	PROCEDIMIENTO	772	780	Rx torax	399208008	EXACT	True	False	False
es-S0210-48062005000300014-1	PROCEDIMIENTO	782	801	bioquímica hemática	412890008	EXACT	False	False	False
es-S0210-48062005000400012-1	PROCEDIMIENTO	131	161	triple by-pass aorto-coronario	67166004	EXACT	False	False	False
es-S0210-48062005000400012-1	PROCEDIMIENTO	1576	1605	neovejiga ileal tipo Camey II	67212000	EXACT	False	False	False
es-S0210-48062005000400012-1	PROCEDIMIENTO	1684	1704	análisis histológico	252416005	EXACT	False	False	False
es-S0210-48062005000400012-1	PROCEDIMIENTO	2270	2295	linfadenectomía izquierda	58347006	EXACT	False	False	False
es-S0210-48062005000400012-1	PROCEDIMIENTO	2835	2868	factores estimulantes de colonias	372559001	EXACT	False	False	False
es-S0210-48062005000400012-1	PROCEDIMIENTO	2897	2900	QMT	367336001	EXACT	True	False	False
es-S0210-48062005000400012-1	PROCEDIMIENTO	2954	2973	controles de imagen	363679005	EXACT	False	False	False
es-S0210-48062005000700012-1	PROCEDIMIENTO	1237	1286	drenaje transcutáneo de las colecciones del psoas	238271007	NARROW	False	False	False
es-S0210-48062005000700012-1	PROCEDIMIENTO	1652	1677	drenaje de ambos músculos	178273001	EXACT	False	False	False
es-S0210-48062005000700012-1	PROCEDIMIENTO	1683	1700	discectomía L5-S1	239542002	NARROW	False	False	False
es-S0210-48062005000700012-1	PROCEDIMIENTO	467	499	estudio serológico para Brucella	104279004	EXACT	False	False	False
es-S0210-48062005000700012-1	PROCEDIMIENTO	509	524	Rosa de Bengala	37926009	NARROW	False	False	False
es-S0210-48062005000700012-1	PROCEDIMIENTO	536	553	sero-aglutinación	15220000	NARROW	False	False	False
es-S0210-48062005000700012-1	PROCEDIMIENTO	573	591	antibrucela-coombs	171129002	NARROW	False	False	False
es-S0210-48062005000700012-1	PROCEDIMIENTO	848	863	signo del psoas	77069005	EXACT	False	False	True
es-S0210-48062006000200018-1	PROCEDIMIENTO	399	435	exploración de testículo y epidídimo	284425007	EXACT	False	False	False
es-S0210-48062006000200018-1	PROCEDIMIENTO	87	100	vasectomizado	22523008	EXACT	False	False	False
es-S0210-48062006000400012-1	PROCEDIMIENTO	1540	1570	se palpan dos testículos sanos	284425007	EXACT	False	False	False
es-S0210-48062006000400012-1	PROCEDIMIENTO	2016	2052	cirugía para exploración y resección	65801008	EXACT	False	False	False
es-S0210-48062006000400012-1	PROCEDIMIENTO	2167	2195	incisión escrotal transversa	359667002	NARROW	False	False	False
es-S0210-48062006000400012-1	PROCEDIMIENTO	2211	2250	disección por planos hasta la albugínea	122459003	NARROW	False	False	False
es-S0210-48062006000400012-1	PROCEDIMIENTO	2843	2877	ligadura con hemostasia exhaustiva	90010006	NARROW	False	False	True
es-S0210-48062006000400012-1	PROCEDIMIENTO	3083	3156	se realiza bolsillo en espacio subdartos donde se aloja el testículo sano	176397001	NARROW	False	False	True
es-S0210-48062006000400012-1	PROCEDIMIENTO	3106	3226	espacio subdartos donde se aloja el testículo sano y es fijado con material de sutura orgánico absorbible (poliglactina)	85419002	NARROW	False	False	False
es-S0210-48062006000400012-1	PROCEDIMIENTO	3269	3300	Se realiza un cierre por planos	118450008	EXACT	False	False	False
es-S0210-48062006000400012-1	PROCEDIMIENTO	3319	3369	bloqueo del nervio ilioinguinal del lado izquierdo	56333001	NARROW	False	False	False
es-S0210-48062006000400012-1	PROCEDIMIENTO	3544	3563	cortes histológicos	252416005	EXACT	False	False	False
es-S0210-48062006000400012-1	PROCEDIMIENTO	699	706	doppler	1187106001	EXACT	False	False	False
es-S0210-48062006000700012-1	PROCEDIMIENTO	1178	1208	drenaje percutáneo del absceso	118442004	NARROW	False	False	False
es-S0210-48062006000700012-1	PROCEDIMIENTO	1211	1247	colocación de un catéter suprapúbico	429516009	EXACT	False	False	False
es-S0210-48062006000700012-1	PROCEDIMIENTO	1264	1297	punción transperineal ecodirigida	710790002	NARROW	False	False	True
es-S0210-48062006000700012-1	PROCEDIMIENTO	1331	1374	"se deja ""pig-tail"" de 7 French como drenaje"	698956007	EXACT	False	False	False
es-S0210-48062006000700012-1	PROCEDIMIENTO	1585	1626	“pig-tail” durante 24 horas y retirándose	103715008	NARROW	False	False	False
es-S0210-48062006000700012-1	PROCEDIMIENTO	920	936	prueba de imagen	363679005	EXACT	False	False	False
es-S0210-48062006000900012-2	PROCEDIMIENTO	1079	1096	disección pélvica	122459003	NARROW	False	False	False
es-S0210-48062006000900012-2	PROCEDIMIENTO	1133	1183	Construimos una neovejiga ileal con 45 cm de íleon	67212000	EXACT	False	False	False
es-S0210-48062006000900012-2	PROCEDIMIENTO	1697	1745	autocateterismos por alto residuo post-miccional	170883007	NARROW	False	False	False
es-S0210-48062006000900012-2	PROCEDIMIENTO	1760	1806	asa de Bricker se liberó de la pared abdominal	177853001	NARROW	False	False	False
es-S0210-48062006000900012-2	PROCEDIMIENTO	1809	1867	tras acortarlo se anastomosó a la chimenea de la neovejiga	25466008	NARROW	False	False	True
es-S0210-48062006000900012-2	PROCEDIMIENTO	1886	1905	reimplante ureteral	387701008	EXACT	False	False	False
es-S0210-48062006000900012-2	PROCEDIMIENTO	1910	1933	sonda vesical se retiró	286738000	EXACT	False	False	False
es-S0210-48062006000900012-2	PROCEDIMIENTO	2056	2077	derivación ortotópica	387713003	NARROW	False	False	False
es-S0210-48062006000900012-2	PROCEDIMIENTO	246	257	RTU-biopsia	8889005	NARROW	True	False	False
es-S0210-48062006000900012-2	PROCEDIMIENTO	417	458	cistoprostatectomía radical laparoscópica	81232004	NARROW	False	False	False
es-S0210-48062007000300014-1	PROCEDIMIENTO	1051	1069	Biometría hemática	412990009	EXACT	False	False	True
es-S0210-48062007000300014-1	PROCEDIMIENTO	114	126	circuncidado	72310004	EXACT	False	False	False
es-S0210-48062007000300014-1	PROCEDIMIENTO	1155	1172	Química sanguínea	412890008	EXACT	False	False	False
es-S0210-48062007000300014-1	PROCEDIMIENTO	1341	1349	Hormonas	122445005	EXACT	False	False	True
es-S0210-48062007000300014-1	PROCEDIMIENTO	1583	1600	Análisis de semen	11900001	EXACT	False	False	False
es-S0210-48062007000300014-1	PROCEDIMIENTO	1901	1921	Ultrasonido escrotal	24737001	EXACT	False	False	False
es-S0210-48062007000300014-1	PROCEDIMIENTO	2080	2149	técnica de reacción en cadena polimerasa múltiplex de STS cromosoma Y	252370006	NARROW	True	False	False
es-S0210-48062007000300014-1	PROCEDIMIENTO	2151	2162	Múltiplex A	444091001	EXACT	False	False	False
es-S0210-48062007000300014-1	PROCEDIMIENTO	2234	2245	Múltiplex B	444091001	EXACT	False	False	False
es-S0210-48062007000300014-1	PROCEDIMIENTO	998	1019	estudio de fertilidad	87727006	EXACT	False	False	False
es-S0210-48062007000700014-1	PROCEDIMIENTO	910	929	punción con cultivo	61594008	NARROW	False	False	True
es-S0210-48062007000700014-1	PROCEDIMIENTO	952	986	tratamiento antiagregante vía oral	840595002	EXACT	False	False	False
es-S0210-48062007001000004-1	PROCEDIMIENTO	1047	1076	orquiectomia inguinal derecha	767336008	EXACT	False	False	False
es-S0210-48062007001000004-1	PROCEDIMIENTO	1378	1450	quimioterapia según el esquema BEP (bleom<icina, etopósido y cisplatino)	367336001	NARROW	False	False	False
es-S0210-48062007001000004-1	PROCEDIMIENTO	1409	1412	BEP	367336001	NARROW	True	False	True
es-S0210-48062007001000004-1	PROCEDIMIENTO	2193	2247	Tomografía Axial Computerizada toraco-abdomino-pélvico	418023006	EXACT	False	False	False
es-S0210-48062007001000004-1	PROCEDIMIENTO	2436	2479	orquiectomía radical izquierda vía inguinal	767335007	EXACT	False	False	False
es-S0210-48062007001000004-1	PROCEDIMIENTO	2750	2771	tratamiento adyuvante	394895009	EXACT	False	False	False
es-S0210-48062007001000004-1	PROCEDIMIENTO	286	317	Herniorrafia inguinal bilateral	177866001	EXACT	False	False	False
