filename	label	start_span	end_span	term	code	sem_rel	is_abbrev	is_composite	need_context
es-S0004-06142007000900010-1	PROCEDIMIENTO	1787	1883	con una pinza de anillo y siempre bajo control radiológico se consigue agarrar y extraer la bala	418542003	NARROW	False	False	False
es-S0004-06142007000900010-1	PROCEDIMIENTO	2296	2308	uretrografía	168864000	EXACT	False	False	False
es-S0004-06142007000900010-1	PROCEDIMIENTO	640	670	se pone un catéter suprapúbico	429516009	EXACT	False	False	True
es-S0004-06142007000900010-1	PROCEDIMIENTO	817	829	uretrografía	168864000	EXACT	False	False	False
es-S0004-06142007000900012-1	PROCEDIMIENTO	599	648	nefrectomía radical derecha mediante laparoscopia	1017216005	EXACT	False	False	False
es-S0004-06142008000300011-1	PROCEDIMIENTO	1041	1070	se coloca prótesis testicular	77171007	EXACT	False	False	False
es-S0004-06142008000300011-1	PROCEDIMIENTO	1768	1782	espermiogramas	252928006	EXACT	False	False	False
es-S0004-06142008000300011-1	PROCEDIMIENTO	955	976	orquiectomía inguinal	446481000	EXACT	False	False	False
es-S0004-06142008000300012-1	PROCEDIMIENTO	1453	1473	ECO abdómino-pélvica	418394000	EXACT	True	False	False
es-S0004-06142008000300012-1	PROCEDIMIENTO	3382	3429	incisión tipo Chevron y acceso a retroperitoneo	12605005	NARROW	False	False	True
es-S0004-06142008000300012-1	PROCEDIMIENTO	3509	3553	liberación ascendente del paquete intestinal	235418009	NARROW	False	False	True
es-S0004-06142008000300012-1	PROCEDIMIENTO	3566	3603	ligadura de vena mesentérica inferior	32675000	NARROW	False	False	False
es-S0004-06142008000300012-1	PROCEDIMIENTO	3639	3731	seccionando los ligamentos redondo, coronario, triangulares derecho e izquierdo y falciforme	433016000	NARROW	False	False	True
es-S0004-06142008000300012-1	PROCEDIMIENTO	3748	3787	se libera el riñón izquierdo y su hilio	38755008	NARROW	False	False	False
es-S0004-06142008000300012-1	PROCEDIMIENTO	3829	3855	liberación de la vena cava	38755008	NARROW	False	False	False
es-S0004-06142008000300012-1	PROCEDIMIENTO	4213	4242	clampaje de pedículo hepático	360158007	NARROW	False	False	True
es-S0004-06142008000300012-1	PROCEDIMIENTO	4244	4263	maniobra de Pringle	360158007	NARROW	False	False	False
es-S0004-06142008000300012-1	PROCEDIMIENTO	4311	4320	cavotomía	367425007	NARROW	False	False	False
es-S0004-06142008000300012-1	PROCEDIMIENTO	4370	4391	nefrectomía izquierda	765472003	EXACT	False	False	False
es-S0004-06142008000300013-1	PROCEDIMIENTO	1569	1593	litotricia extracorpórea	44345001	EXACT	False	False	False
es-S0004-06142008000400011-2	PROCEDIMIENTO	558	579	TAC post orquiectomía	446564006	NARROW	True	False	False
es-S0004-06142008000400011-2	PROCEDIMIENTO	689	710	orquiectomía inguinal	446481000	EXACT	False	False	False
es-S0004-06142008000400011-2	PROCEDIMIENTO	822	871	quimioterapia citorreductiva según esquema R-CHOP	722491009	EXACT	False	False	False
es-S0004-06142008000400013-1	PROCEDIMIENTO	1148	1167	histerectomía total	116140006	EXACT	False	False	False
es-S0004-06142008000400013-1	PROCEDIMIENTO	1262	1322	estudio histológico intraoperatorio de la estructura ovárica	4849008	EXACT	False	False	False
es-S0004-06142008000400016-1	PROCEDIMIENTO	1555	1574	penectomía subtotal	80855002	NARROW	False	False	False
es-S0004-06142008000400016-1	PROCEDIMIENTO	1655	1701	linfadenectomía inguinal superficial bilateral	234256003	EXACT	False	False	False
es-S0004-06142008000400016-1	PROCEDIMIENTO	1861	1871	penectomía	80855002	EXACT	False	False	False
es-S0004-06142008000400016-1	PROCEDIMIENTO	63	75	gastrectomía	53442002	EXACT	False	False	False
es-S0004-06142008000500009-1	PROCEDIMIENTO	1038	1075	ligadura o sección del uréter derecho	7556002	EXACT	False	False	False
es-S0004-06142008000500009-1	PROCEDIMIENTO	1170	1209	anastomosis termino-terminal del uréter	62779009	NARROW	False	False	False
es-S0004-06142008000500009-1	PROCEDIMIENTO	482	523	palpación profunda de fosa lumbar derecha	315316004	NARROW	False	False	False
es-S0004-06142008000500009-1	PROCEDIMIENTO	544	590	percusión y palpación de fosa lumbar izquierda	284365007	NARROW	False	False	False
es-S0004-06142008000700003-1	PROCEDIMIENTO	1661	1671	TC pélvico	169071000	EXACT	True	False	False
es-S0004-06142008000700003-1	PROCEDIMIENTO	1957	2017	"cistogasomectomía"" mediante apertura vesical a cielo abierto"	236218001	EXACT	False	False	True
es-S0004-06142008000700003-1	PROCEDIMIENTO	237	262	histerectomía vía vaginal	265056007	EXACT	False	False	False
es-S0004-06142008000700003-1	PROCEDIMIENTO	808	834	Rx aparato urinario simple	113103008	EXACT	True	False	False
es-S0004-06142009000400011-1	PROCEDIMIENTO	1507	1526	cistectomía parcial	112902005	EXACT	False	False	False
es-S0004-06142009000400011-1	PROCEDIMIENTO	3103	3121	citología urinaria	167354004	EXACT	False	False	False
es-S0004-06142009000400011-1	PROCEDIMIENTO	399	415	sondaje urinario	720649006	EXACT	False	False	False
es-S0004-06142009000400011-1	PROCEDIMIENTO	417	444	se colocó talla suprapúbica	443425001	NARROW	False	False	False
es-S0210-48062004000200011-1	PROCEDIMIENTO	1744	1781	orquiectomía radical por vía inguinal	116171002	EXACT	False	False	False
es-S0210-48062004000200011-1	PROCEDIMIENTO	2765	2787	biopsia de medula ósea	234326005	EXACT	False	False	False
es-S0210-48062004000200011-1	PROCEDIMIENTO	3766	3811	quimioterapia pautándosele 6 ciclos de R-CHOP	722491009	EXACT	False	False	False
es-S0210-48062004000200011-1	PROCEDIMIENTO	3805	3811	R-CHOP	722491009	EXACT	True	False	False
es-S0210-48062004000200011-1	PROCEDIMIENTO	3865	3890	quimioprofilaxis cerebral	420965003	NARROW	False	False	False
es-S0210-48062004000200011-1	PROCEDIMIENTO	407	418	inhaladores	243132000	EXACT	False	False	False
es-S0210-48062004000200011-1	PROCEDIMIENTO	660	705	exploración genital en el hemiescroto derecho	363117004	EXACT	False	False	False
es-S0210-48062004000500009-1	PROCEDIMIENTO	1487	1506	revisión quirúrgica	118635009	EXACT	False	False	False
es-S0210-48062004000500009-1	PROCEDIMIENTO	492	527	intervención sobre el ojo izquierdo	59959006	EXACT	False	False	True
es-S0210-48062004000500009-1	PROCEDIMIENTO	593	641	ureterolitectomía del tercio superior del uréter	82667005	EXACT	False	False	False
es-S0210-48062004000800009-1	PROCEDIMIENTO	840	853	RNM abdominal	241621009	EXACT	True	False	False
es-S0210-48062005000300014-1	PROCEDIMIENTO	1353	1375	embolización selectiva	57238002	EXACT	False	False	True
es-S0210-48062005000300014-1	PROCEDIMIENTO	1436	1468	arteriografía de aorta abdominal	168941001	EXACT	False	False	False
es-S0210-48062005000300014-1	PROCEDIMIENTO	1486	1584	se cateteriza selectivamente la arteria renal derecha con un catéter angiográfico visceral Cobra 2	287581009	NARROW	False	False	False
es-S0210-48062005000300014-1	PROCEDIMIENTO	1630	1715	emboliza la arteria que irriga al tumor con partículas de alcohol de polivinilo (PVA)	57238002	NARROW	True	False	False
es-S0210-48062005000400012-1	PROCEDIMIENTO	131	161	triple by-pass aorto-coronario	67166004	EXACT	False	False	False
es-S0210-48062005000400012-1	PROCEDIMIENTO	2835	2868	factores estimulantes de colonias	372559001	EXACT	False	False	False
es-S0210-48062005000400012-1	PROCEDIMIENTO	650	661	toracotomía	367408005	EXACT	False	False	False
es-S0210-48062005000700012-1	PROCEDIMIENTO	1237	1286	drenaje transcutáneo de las colecciones del psoas	238271007	NARROW	False	False	False
es-S0210-48062005000700012-1	PROCEDIMIENTO	1652	1677	drenaje de ambos músculos	178273001	EXACT	False	False	False
es-S0210-48062005000700012-1	PROCEDIMIENTO	1683	1700	discectomía L5-S1	239542002	NARROW	False	False	False
es-S0210-48062005000700012-1	PROCEDIMIENTO	509	524	Rosa de Bengala	37926009	NARROW	False	False	False
es-S0210-48062005000700012-1	PROCEDIMIENTO	573	591	antibrucela-coombs	171129002	NARROW	False	False	False
es-S0210-48062005000700012-1	PROCEDIMIENTO	848	863	signo del psoas	77069005	EXACT	False	False	True
es-S0210-48062006000400012-1	PROCEDIMIENTO	2167	2195	incisión escrotal transversa	359667002	NARROW	False	False	False
es-S0210-48062006000400012-1	PROCEDIMIENTO	3106	3226	espacio subdartos donde se aloja el testículo sano y es fijado con material de sutura orgánico absorbible (poliglactina)	85419002	NARROW	False	False	False
es-S0210-48062006000700012-1	PROCEDIMIENTO	1211	1247	colocación de un catéter suprapúbico	429516009	EXACT	False	False	False
es-S0210-48062006000900012-2	PROCEDIMIENTO	1697	1745	autocateterismos por alto residuo post-miccional	170883007	NARROW	False	False	False
es-S0210-48062007000300014-1	PROCEDIMIENTO	114	126	circuncidado	72310004	EXACT	False	False	False
es-S0210-48062007000300014-1	PROCEDIMIENTO	1583	1600	Análisis de semen	11900001	EXACT	False	False	False
es-S0210-48062007000300014-1	PROCEDIMIENTO	2080	2149	técnica de reacción en cadena polimerasa múltiplex de STS cromosoma Y	252370006	NARROW	True	False	False
es-S0210-48062007000300014-1	PROCEDIMIENTO	2151	2162	Múltiplex A	444091001	EXACT	False	False	False
es-S0210-48062007000300014-1	PROCEDIMIENTO	2234	2245	Múltiplex B	444091001	EXACT	False	False	False
es-S0210-48062007000300014-1	PROCEDIMIENTO	998	1019	estudio de fertilidad	87727006	EXACT	False	False	False
es-S0210-48062007000700014-1	PROCEDIMIENTO	952	986	tratamiento antiagregante vía oral	840595002	EXACT	False	False	False
es-S0210-48062007001000004-1	PROCEDIMIENTO	286	317	Herniorrafia inguinal bilateral	177866001	EXACT	False	False	False
es-S0210-48062009000200019-1	PROCEDIMIENTO	1059	1115	quiste de uraco infectado, se realiza drenaje percutáneo	443741001	NARROW	False	False	False
es-S0210-48062009000200019-1	PROCEDIMIENTO	2157	2194	linfadenectomía ilio-ceco-apendicular	234253006	NARROW	False	False	False
es-S0210-48062009000200019-1	PROCEDIMIENTO	2200	2243	diagnóstico intraoperatorio por congelación	27872000	NARROW	False	False	True
es-S0210-48062009000300013-1	PROCEDIMIENTO	259	264	LEOCH	44345001	EXACT	True	False	False
es-S0210-48062009000300013-1	PROCEDIMIENTO	266	271	Leoch	44345001	EXACT	True	False	False
es-S0210-48062009000300013-1	PROCEDIMIENTO	530	535	Leoch	44345001	EXACT	True	False	False
es-S0210-48062009000300013-1	PROCEDIMIENTO	743	748	Leoch	44345001	EXACT	True	False	False
es-S0210-48062009000300013-1	PROCEDIMIENTO	912	957	drenaje del hematoma mediante incisión lumbar	443385002	NARROW	False	False	False
es-S0210-48062009000400015-2	PROCEDIMIENTO	293	324	estudios de imagen de la pelvis	715959009	EXACT	False	False	False
es-S0210-48062009000400015-2	PROCEDIMIENTO	671	744	Por un acceso suprapúbico se reparó la vejiga y extirpó el fragmento óseo	74146001	NARROW	False	False	False
es-S0210-48062009000600012-1	PROCEDIMIENTO	1361	1379	biopsia ganglionar	21911005	EXACT	False	False	False
es-S0210-48062009000600012-1	PROCEDIMIENTO	176	199	by-pass aorto-coronario	67166004	EXACT	False	False	False
es-S0210-48062009000600012-1	PROCEDIMIENTO	214	239	tratamiento antiagregante	840595002	EXACT	False	False	False
es-S0210-48062009000600012-1	PROCEDIMIENTO	2406	2436	estudio molecular mediante PCR	9718006	EXACT	False	False	False
es-S0210-48062009000600012-1	PROCEDIMIENTO	3183	3206	Se realizó un cariotipo	312948004	EXACT	False	False	False
es-S0210-48062009000600012-1	PROCEDIMIENTO	336	373	H. Pylori, tratada con triple terapia	182977008	EXACT	False	False	False
es-S0210-48062009000600012-1	PROCEDIMIENTO	3467	3501	anticuerpos monoclonales anti-CD20	49616005	NARROW	False	False	False
es-S0210-48062009000600012-1	PROCEDIMIENTO	3520	3567	tratamiento profiláctico del Neumocisti carinii	865899005	EXACT	False	False	False
es-S0210-48062009000600012-1	PROCEDIMIENTO	404	420	test del aliento	164790002	EXACT	False	False	False
es-S0210-48062009000600012-1	PROCEDIMIENTO	574	587	a-bloqueantes	373275009	EXACT	False	False	False
es-S0210-56912008000200007-1	PROCEDIMIENTO	1001	1016	ultrafiltración	182750009	EXACT	False	False	False
es-S0210-56912008000200007-1	PROCEDIMIENTO	1543	1553	depuración	70443007	EXACT	False	False	True
es-S0210-56912008000200007-1	PROCEDIMIENTO	276	279	DPA	428648006	EXACT	True	False	True
es-S0210-56912008000400007-3	PROCEDIMIENTO	464	552	se le colocó una endoprótesis en la aorta torácica descendente por vía femoral izquierda	233407007	NARROW	False	False	False
es-S0210-56912008000400007-3	PROCEDIMIENTO	673	678	TACHT	303698001	NARROW	True	False	True
es-S0210-56912008000400007-3	PROCEDIMIENTO	845	850	TACHT	303698001	NARROW	True	False	True
es-S0210-56912009000800006-3	PROCEDIMIENTO	339	341	DP	870391004	EXACT	True	False	True
es-S0210-56912009000800006-3	PROCEDIMIENTO	659	683	monitorización de la PIC	230937006	EXACT	True	False	False
es-S0210-56912009000800006-3	PROCEDIMIENTO	913	915	DP	870391004	EXACT	True	False	True
es-S0210-56912009000800006-3	PROCEDIMIENTO	974	976	DP	870391004	EXACT	True	False	True
es-S0210-56912011000200009-1	PROCEDIMIENTO	1115	1142	análisis para VIH por ELISA	74915004	EXACT	False	False	False
es-S0210-56912011000200009-1	PROCEDIMIENTO	1173	1185	Western Blot	39304009	EXACT	False	False	False
es-S0210-56912011000200009-1	PROCEDIMIENTO	2171	2197	Swan-Ganz se mide una POAP	65677008	NARROW	True	False	True
es-S0210-56912011000200009-1	PROCEDIMIENTO	2379	2385	rt-PCR	444077007	EXACT	True	False	False
es-S0210-56912011000200009-1	PROCEDIMIENTO	2702	2713	carga viral	395058002	EXACT	False	False	False
es-S0210-56912011000200009-1	PROCEDIMIENTO	383	404	exploración del tórax	268925001	EXACT	False	False	True
es-S0211-57352011000400009-1	PROCEDIMIENTO	1737	1756	restricción hídrica	25389001	EXACT	False	False	False
es-S0211-57352011000400009-1	PROCEDIMIENTO	2811	2830	restricción hídrica	25389001	EXACT	False	False	False
es-S0211-57352011000400009-1	PROCEDIMIENTO	3568	3587	estímulos dolorosos	274796008	EXACT	False	False	True
es-S0211-57352011000400009-1	PROCEDIMIENTO	4356	4375	restricción hídrica	25389001	EXACT	False	False	False
es-S0211-57352011000400009-1	PROCEDIMIENTO	908	949	Hipotiroidismo en tratamiento sustitutivo	724166004	EXACT	False	False	False
es-S0211-57352013000300011-1	PROCEDIMIENTO	1033	1054	tratamiento con Litio	68852009	EXACT	False	False	False
es-S0211-57352013000300011-1	PROCEDIMIENTO	3186	3214	exploración neuropsicológica	307808008	EXACT	False	False	False
es-S0211-57352013000300011-1	PROCEDIMIENTO	3650	3676	Evaluación psicopatológica	405783006	EXACT	False	False	False
es-S0211-69952009000600023-1	PROCEDIMIENTO	649	675	paratiroidectomía subtotal	41237009	EXACT	False	False	False
es-S0211-69952009000600023-1	PROCEDIMIENTO	880	903	Biopsia de paratiroides	87451000	EXACT	False	False	False
es-S0211-69952011000100019-1	PROCEDIMIENTO	1130	1160	diálisis peritoneal automática	428648006	EXACT	False	False	False
es-S0211-69952011000100019-1	PROCEDIMIENTO	1162	1165	DPA	428648006	EXACT	True	False	True
es-S0211-69952011000100019-1	PROCEDIMIENTO	1363	1366	DPA	428648006	EXACT	True	False	True
es-S0211-69952011000100019-1	PROCEDIMIENTO	208	242	implantación de catéter peritoneal	428118009	EXACT	False	False	True
es-S0211-69952011000100019-1	PROCEDIMIENTO	868	900	punción de fístula arteriovenosa	22778000	NARROW	False	False	True
es-S0211-69952012000500025-1	PROCEDIMIENTO	1375	1446	incisiones a nivel de la flexura del brazo y distalmente a nivel radial	120217006	NARROW	False	False	False
es-S0211-69952012000500025-1	PROCEDIMIENTO	1465	1524	disección y control de la arteria humeral, radial y cubital	107866007	NARROW	False	False	False
es-S0211-69952012000500025-1	PROCEDIMIENTO	1621	1653	resección completa del aneurisma	112803004	EXACT	False	False	False
es-S0211-69952012000700028-1	PROCEDIMIENTO	2048	2071	electroforesis en orina	73718004	EXACT	False	False	False
es-S0211-69952012000700028-1	PROCEDIMIENTO	2691	2727	biopsia renal percutánea ecodirigida	408071000119106	EXACT	False	False	False
es-S0211-69952012000700028-1	PROCEDIMIENTO	2841	2860	inmunofluorescencia	30662005	EXACT	False	False	False
es-S0211-69952013000200018-1	PROCEDIMIENTO	402	425	curas de úlceras mixtas	440461005	EXACT	False	False	False
es-S0211-69952013000200019-2	PROCEDIMIENTO	283	338	se inserta catéter peritoneal recto no autoposicionante	428118009	EXACT	False	False	True
es-S0211-69952013000200019-2	PROCEDIMIENTO	380	384	DPCA	238318009	EXACT	True	False	True
es-S0211-69952013000200019-2	PROCEDIMIENTO	613	632	TAC-peritoneografía	431946006	EXACT	False	False	False
es-S0211-69952013000200019-2	PROCEDIMIENTO	758	775	reposo peritoneal	118846005	NARROW	False	False	True
es-S0211-69952013000200019-2	PROCEDIMIENTO	837	884	cierre quirúrgico del conducto peritoneovaginal	176456009	EXACT	False	False	True
es-S0211-69952013000200019-2	PROCEDIMIENTO	898	902	DPCA	238318009	EXACT	True	False	True
es-S0211-69952014000400019-1	PROCEDIMIENTO	156	167	autosondaje	236240005	EXACT	False	False	True
es-S0211-69952015000500015-2	PROCEDIMIENTO	1036	1072	RNA por ultracentrifugación en suero	50812008	NARROW	False	False	False
es-S0211-69952015000500015-2	PROCEDIMIENTO	1078	1123	anticuerpo anti-VHC core de alta sensibilidad	64411004	NARROW	True	False	False
es-S0211-69952015000500015-2	PROCEDIMIENTO	458	494	RNA en suero por ultracentrifugación	50812008	NARROW	False	False	False
es-S0211-69952015000500015-2	PROCEDIMIENTO	497	542	anticuerpo anti-VHC core de alta sensibilidad	64411004	NARROW	True	False	False
es-S0211-69952015000500015-2	PROCEDIMIENTO	649	652	PCR	702675006	EXACT	True	False	True
es-S0211-69952015000500015-2	PROCEDIMIENTO	968	987	carga viral en CMSP	395058002	EXACT	True	False	True
es-S0211-69952016000200176-1	PROCEDIMIENTO	2601	2631	estudio de inmunofluorescencia	30662005	EXACT	False	False	False
es-S0211-69952016000200176-1	PROCEDIMIENTO	577	602	tacrolinus en monoterapia	724160005	EXACT	False	False	False
es-S0211-69952016000200176-1	PROCEDIMIENTO	802	848	implantación de una válvula aórtica percutánea	443623001	EXACT	False	False	False
es-S0211-69952016000600552-1	PROCEDIMIENTO	3430	3447	test de edrofonio	789680000	EXACT	False	False	False
es-S0211-69952016000600552-1	PROCEDIMIENTO	3460	3486	TAC cerebral sin contraste	383371000119108	EXACT	False	False	False
es-S0211-69952016000600552-1	PROCEDIMIENTO	4716	4785	análisis de todos los genes asociados a enfermedad tubulointersticial	473200002	NARROW	False	False	False
es-S0211-69952016000600552-1	PROCEDIMIENTO	6090	6114	trasplante renal de vivo	175901007	EXACT	False	False	False
es-S0212-16112007000100015-1	PROCEDIMIENTO	1785	1825	administración endovenosa de bicarbonato	386358000	NARROW	False	False	False
es-S0212-16112009000600018-1	PROCEDIMIENTO	1216	1247	linfadenectomía retroperitoneal	935441000168106	EXACT	False	False	False
es-S0212-16112009000600018-1	PROCEDIMIENTO	1572	1593	adenopatías resecadas	234253006	EXACT	False	False	False
es-S0212-16112009000600018-1	PROCEDIMIENTO	3435	3466	linfadenectomía retroperitoneal	935441000168106	EXACT	False	False	False
es-S0212-16112009000600018-1	PROCEDIMIENTO	771	802	linfadenectomía retroperitoneal	935441000168106	EXACT	False	False	False
es-S0212-16112010000100017-1	PROCEDIMIENTO	164	188	metastasectomía hepática	307616002	EXACT	False	False	False
es-S0212-16112010000100017-1	PROCEDIMIENTO	1794	1865	necesidades calóricas estimadas mediante la ecuación de Harris-Benedict	710847006	EXACT	False	False	False
es-S0212-16112010000100017-1	PROCEDIMIENTO	2097	2108	aminoácidos	52518006	EXACT	False	False	False
es-S0212-16112010000100017-1	PROCEDIMIENTO	2136	2153	lípidos (MCT/LCT)	1055204001	NARROW	False	False	True
es-S0212-16112010000100017-1	PROCEDIMIENTO	2444	2513	urokinasa durante dos días consecutivos por el tubo de toracocentesis	439823007	NARROW	False	False	False
es-S0212-16112010000100017-1	PROCEDIMIENTO	3487	3489	NE	1217195001	EXACT	True	False	True
es-S0212-16112010000100017-1	PROCEDIMIENTO	3534	3549	Clinutren Fruit	435591000124104	NARROW	False	False	False
es-S0212-16112010000100017-1	PROCEDIMIENTO	3769	3771	NE	1217195001	EXACT	True	False	True
es-S0212-16112010000100017-1	PROCEDIMIENTO	4015	4025	aceite MCT	1055204001	NARROW	False	False	True
es-S0212-16112010000100017-1	PROCEDIMIENTO	867	883	drenaje torácico	446847002	EXACT	False	False	True
es-S0212-16112010000600024-1	PROCEDIMIENTO	1111	1197	resección del segmento intestinal isquémico y perforado con anastomosis latero-lateral	367453007	NARROW	False	False	False
es-S0212-16112010000600024-1	PROCEDIMIENTO	2328	2358	soporte nutricional por vía iv	327838005	EXACT	False	False	False
es-S0212-16112010000600024-1	PROCEDIMIENTO	3186	3224	administración profiláctica de tiamina	275933002	NARROW	False	False	False
es-S0212-16112010000600024-1	PROCEDIMIENTO	4323	4360	parámetros analíticos y nutricionales	1759002	EXACT	False	False	False
es-S0212-16112010000600024-1	PROCEDIMIENTO	4668	4703	limitación del esfuerzo terapéutico	143021000119109	EXACT	False	False	False
es-S0212-16112011000300031-1	PROCEDIMIENTO	1319	1337	manejo nutricional	386372009	EXACT	False	False	False
es-S0212-16112011000300031-1	PROCEDIMIENTO	1342	1367	modificaciones dietéticas	445341000124100	EXACT	False	False	False
es-S0212-16112011000300031-1	PROCEDIMIENTO	1369	1387	medidas posturales	229068006	EXACT	False	False	False
es-S0212-16112011000300031-1	PROCEDIMIENTO	1754	1756	NE	1217195001	EXACT	True	False	True
es-S0212-16112011000300031-1	PROCEDIMIENTO	2219	2238	duodenoyeyunostomía	68911004	EXACT	False	False	False
es-S0212-16112011000300031-1	PROCEDIMIENTO	2526	2542	estudio baritado	302554003	NARROW	False	False	False
es-S0212-16112011000300031-1	PROCEDIMIENTO	2634	2653	duodenoyeyunostomía	68911004	EXACT	False	False	False
es-S0212-16112011000300031-1	PROCEDIMIENTO	669	685	biopsia duodenal	235261009	EXACT	False	False	False
es-S0212-16112011000300031-1	PROCEDIMIENTO	918	952	angioTAC de la arteria mesentérica	709553001	EXACT	False	False	False
es-S0212-16112013000400053-1	PROCEDIMIENTO	1096	1116	NED por yeyunostomía	62937006	EXACT	False	False	False
es-S0212-16112013000400053-1	PROCEDIMIENTO	381	439	transección y cierre de esófago abdominal y muñón gástrico	119879002	NARROW	False	False	False
es-S0212-16112013000400053-1	PROCEDIMIENTO	441	487	exclusión esofágica con esofagostomía cervical	60954008	EXACT	False	False	False
es-S0212-16112013000400053-1	PROCEDIMIENTO	500	528	yeyunostomía de alimentación	62937006	EXACT	False	False	False
es-S0212-16112013000400053-1	PROCEDIMIENTO	542	544	NE	1217195001	EXACT	True	False	True
es-S0212-16112013000400053-1	PROCEDIMIENTO	592	612	NED por yeyunostomía	62937006	EXACT	True	False	True
es-S0212-16112013000400053-1	PROCEDIMIENTO	646	679	reconstruir el tránsito digestivo	118156007	EXACT	False	False	True
es-S0212-16112013000400053-1	PROCEDIMIENTO	88	141	gastrectomía subtotal con reconstrucción en Y de Roux	173747005	EXACT	False	False	False
es-S0212-16112014000300032-1	PROCEDIMIENTO	1978	1989	aminoácidos	52518006	EXACT	False	False	False
es-S0212-16112014000300032-1	PROCEDIMIENTO	2001	2013	electrolitos	47451004	EXACT	False	False	True
es-S0212-16112014000300032-1	PROCEDIMIENTO	630	679	resección ileocecal con anastomosis laterolateral	359587007	NARROW	False	False	False
es-S0212-71992000001200006-1	PROCEDIMIENTO	1332	1344	Western Blot	39304009	EXACT	False	False	True
es-S0212-71992000001200006-1	PROCEDIMIENTO	1355	1366	Carga Viral	395058002	EXACT	False	False	False
es-S0212-71992000001200006-1	PROCEDIMIENTO	1567	1597	biopsia de 2ª porción duodenal	235261009	EXACT	False	False	False
es-S0212-71992004000300009-1	PROCEDIMIENTO	176	196	toma de antibióticos	68322007	EXACT	False	False	False
es-S0212-71992004001100006-1	PROCEDIMIENTO	2528	2531	IEF	25884002	EXACT	True	False	True
es-S0212-71992004001100006-1	PROCEDIMIENTO	2971	2987	cultivos del LCR	252399001	EXACT	False	False	False
es-S0212-71992004001100006-1	PROCEDIMIENTO	306	347	tratamiento empírico con glucocorticoides	243127001	EXACT	False	False	False
es-S0212-71992004001100006-1	PROCEDIMIENTO	423	447	biopsia de dicha arteria	274373006	EXACT	False	False	False
es-S0212-71992004001100006-1	PROCEDIMIENTO	4234	4270	tratamiento paliativo con tamoxifeno	724161009	EXACT	False	False	False
es-S0212-71992005000400007-1	PROCEDIMIENTO	2561	2594	aspirado y biopsia de médula ósea	234326005	EXACT	False	False	False
es-S0212-71992005000400007-1	PROCEDIMIENTO	2701	2721	soporte hemoterápico	116762002	EXACT	False	False	False
es-S0212-71992005000500009-1	PROCEDIMIENTO	1333	1345	toracoscopia	14671001	EXACT	False	False	False
