filename	mark	label	off0	off1	term	code	semantic_rel
es-S1134-80462014000500004-1	T13	ENFERMEDAD	295	467	osificaciones múltiples a nivel de musculatura paravertebral cervical, dorsal, lumbar, cintura escapular bilateral, articulaciones coxofemorales, muslos, rodillas y abdomen	44551007	NARROW
es-S1134-80462014000500004-1	T14	ENFERMEDAD	1497	1510	Cardiomegalia	8186001	EXACT
es-S1134-80462014000500004-1	T15	ENFERMEDAD	2397	2424	osificaciones heterotópicas	128491006	EXACT
es-S1134-80462014000500004-1	T16	ENFERMEDAD	2618	2636	traumatismos leves	417746004	NARROW
es-S1134-80462014000500004-1	T17	ENFERMEDAD	2657	2672	cuadros virales	34014006	EXACT
es-S1134-80462014000500004-1	T18	ENFERMEDAD	2568	2592	nuevas formaciones óseas	61838003	EXACT
es-S1134-80462014000500004-1	T19	ENFERMEDAD	2789	2804	neo-osificación	83323007	NARROW
es-S1130-01082007001100010-1	T1	ENFERMEDAD	17	30	cirrótica VHC	831000119103	NARROW
es-S1130-01082007001100010-1	T3	ENFERMEDAD	122	162	encefalopatía hepática severa recurrente	13920009	NARROW
es-S1130-01082007001100010-1	T4	ENFERMEDAD	1389	1419	descompensación hidrópica leve	276879000	NARROW
es-S1130-01082007001100010-1	T8	ENFERMEDAD	379	427	bazo homogéneo discretamente aumentado de tamaño	16294009	EXACT
es-S1130-01082007001100010-1	T10	ENFERMEDAD	562	583	shunt porto-sistémico	67307004	NARROW
es-S1130-01082007001100010-1	T12	ENFERMEDAD	1055	1092	flujo hepatófugo en la vena esplénica	234131004	NARROW
es-S1130-01082007001100010-1	T13	ENFERMEDAD	1113	1148	circulación colateral periesplénica	56073001	NARROW
es-S1130-05582017000200119-1	T1	ENFERMEDAD	1519	1573	teratoma quístico maduro benigno de glándula parotídea	92279000	NARROW
es-S1130-05582017000200119-1	T2	ENFERMEDAD	204	246	lesión sólida a nivel de glándula parótida	126788000	NARROW
es-S1130-05582017000200119-1	T3	ENFERMEDAD	982	1009	teratoma quístico parotídeo	92279000	NARROW
es-S1139-76322016000200013-1	T1	ENFERMEDAD	968	993	déficit de miofosforilasa	29633007	NARROW
es-S0212-16112010000100017-1	T2	ENFERMEDAD	70	94	quilotórax posquirúrgico	83035003	NARROW
es-S0212-16112010000100017-1	T4	ENFERMEDAD	112	127	cáncer de sigma	363410008	EXACT
es-S0212-16112010000100017-1	T6	ENFERMEDAD	2372	2396	derrame pleural loculado	427895005	EXACT
es-S0212-16112010000100017-1	T8	ENFERMEDAD	4550	4585	déficit de ácidos grasos esenciales	238114000	EXACT
es-S0212-16112010000100017-1	T11	ENFERMEDAD	2895	2924	reacción adversa a octreótido	293289007	EXACT
es-S0212-16112010000100017-1	T13	ENFERMEDAD	1372	1392	déficits vitamínicos	85670002	EXACT
es-S1130-01082007000100009-1	T1	ENFERMEDAD	78	137	lesiones nodulares glúteas dolorosas, con drenaje purulento	700011003	NARROW
es-S1130-01082007000100009-1	T2	ENFERMEDAD	177	217	foliculitis quística profunda supurativa	399008001	NARROW
es-S1130-01082007000100009-1	T3	ENFERMEDAD	234	249	acné conglobata	42228007	EXACT
es-S1130-01082007000100009-1	T5	ENFERMEDAD	788	812	anemia ferropénica grave	87522002	NARROW
es-S1130-01082007000100009-1	T7	ENFERMEDAD	1046	1105	recto y colon transverso, así como dos orificios fistulosos	235777009	NARROW
es-S1130-01082007000100009-1	T8	ENFERMEDAD	1141	1200	enfermedad inflamatoria intestinal tipo enfermedad de Crohn	397173003	EXACT
es-S1130-01082007000100009-1	T10	ENFERMEDAD	1243	1299	fístula perianal izquierda con extensión a raíz de muslo	58103005	NARROW
es-S1130-01082007000100009-1	T11	ENFERMEDAD	1539	1554	acné conglobata	42228007	EXACT
es-S1130-01082007000100009-1	T14	ENFERMEDAD	1617	1620	EPA	397174009	EXACT
es-S0211-69952009000600023-1	T1	ENFERMEDAD	2345	2372	edema papilar en ambos ojos	15930381000119104	EXACT
es-S0211-69952009000600023-1	T3	ENFERMEDAD	2475	2519	atrofia casi total del nervio óptico derecho	15632811000119100	NARROW
es-S0211-69952009000600023-1	T4	ENFERMEDAD	53	57	GEFS	236403004	EXACT
es-S0211-69952009000600023-1	T5	ENFERMEDAD	2413	2429	amaurosis del OI	70449006	NARROW
es-S0211-69952009000600023-1	T6	ENFERMEDAD	2558	2598	atrofia total de nervio óptico izquierdo	15632851000119104	EXACT
es-S0211-69952009000600023-1	T7	ENFERMEDAD	146	190	hiperparatiroidismo secundario (HPTS) severo	91478007	NARROW
es-S0211-69952009000600023-1	T8	ENFERMEDAD	178	182	HPTS	91478007	EXACT
es-S0211-69952009000600023-1	T10	ENFERMEDAD	554	558	HPTS	91478007	EXACT
es-S0211-69952009000600023-1	T13	ENFERMEDAD	891	926	paratiroides: hiperplasia bilateral	9092004	NARROW
es-S0211-69952009000600023-1	T14	ENFERMEDAD	1025	1075	pérdida parcial de la visión del OD y total del OI	343051000119108	EXACT
es-S0211-69952009000600023-1	T15	ENFERMEDAD	1077	1093	hipo-Ca moderada	5291005	NARROW
es-S0211-69952009000600023-1	T16	ENFERMEDAD	1208	1215	hipo-Ca	5291005	EXACT
es-S0211-69952009000600023-1	T17	ENFERMEDAD	308	334	calcificaciones arteriales	359557001	NARROW
es-S1130-14732005000200009-1	T1	ENFERMEDAD	746	753	lipomas	93163002	EXACT
es-S1130-14732005000200009-1	T2	ENFERMEDAD	358	430	malformaciones o anomalías asociadas a nivel de sistema nervioso central	128124001	EXACT
es-S0211-69952012000700028-1	T2	ENFERMEDAD	200	202	PR	65323003	EXACT
es-S0211-69952012000700028-1	T3	ENFERMEDAD	445	447	PR	65323003	EXACT
es-S0211-69952012000700028-1	T6	ENFERMEDAD	3040	3069	nefropatía de cambios mínimos	90708001	NARROW
es-S0211-69952012000700028-1	T7	ENFERMEDAD	3071	3074	NCM	44785005	EXACT
es-S0211-69952012000700028-1	T12	ENFERMEDAD	1328	1342	hepatitis B, C	442374005	EXACT
es-S0365-66912012000800005-1	T2	ENFERMEDAD	665	699	foseta congénita del nervio óptico	95502000	NARROW
es-S0365-66912012000800005-1	T7	ENFERMEDAD	1558	1596	desprendimiento neurosensorial macular	42059000	NARROW
es-S0365-66912012000800005-1	T8	ENFERMEDAD	1641	1699	agujero macular lamelar en las capas externas de la retina	677871000119105	EXACT
es-S0365-66912012000800005-1	T9	ENFERMEDAD	1477	1522	separación de las capas internas de la retina	42059000	EXACT
es-S0376-78922009000100014-1	T1	ENFERMEDAD	1234	1264	infiltración de toda la dermis	372130007	NARROW
es-S0376-78922009000100014-1	T4	ENFERMEDAD	1461	1486	fibrohistiocitoma maligno	443439001	EXACT
es-S0376-78922009000100014-1	T5	ENFERMEDAD	3954	3974	adenopatías axilares	127189005	EXACT
es-S0376-78922009000100014-1	T6	ENFERMEDAD	1488	1508	sarcoma fibromixoide	723076008	EXACT
es-S0376-78922009000100014-1	T9	ENFERMEDAD	1131	1151	adenopatías axilares	127189005	EXACT
es-S0376-78922009000100014-1	T10	ENFERMEDAD	3550	3603	tumor de origen epitelial de alto grado de malignidad	722688002	NARROW
es-S0376-78922009000100014-1	T12	ENFERMEDAD	861	874	invasión ósea	94222008	NARROW
es-S0004-06142008000300011-1	T2	ENFERMEDAD	34	36	SK	109385007	EXACT
es-S0004-06142008000300011-1	T3	ENFERMEDAD	1110	1175	seminoma clásico de 2.5 cms de diámetro que afecta a la albugínea	255107005	NARROW
es-S0004-06142008000300011-1	T4	ENFERMEDAD	506	536	tumor testicular tipo seminoma	255107005	EXACT
es-S0004-06142008000300011-1	T5	ENFERMEDAD	59	78	sinusitis bilateral	36971009	NARROW
es-S0004-06142008000300011-1	T6	ENFERMEDAD	80	95	bronquiectasias	12295008	EXACT
es-S0004-06142008000300011-1	T7	ENFERMEDAD	98	120	desprendimiento retina	42059000	EXACT
es-S0004-06142008000300011-1	T8	ENFERMEDAD	596	610	situs inversus	27317008	EXACT
es-S0004-06142008000300011-1	T9	ENFERMEDAD	1318	1349	Neoplasia germinal intratubular	713646001	NARROW
es-S0004-06142008000300011-1	T10	ENFERMEDAD	1351	1396	Fibrosis e hialinización tubular de testículo	60524008	NARROW
es-S0004-06142008000300011-1	T11	ENFERMEDAD	741	775	bronquiectasias en lóbulo inferior	12295008	NARROW
es-S0004-06142008000300011-1	T12	ENFERMEDAD	1812	1824	azooospermia	425558002	EXACT
es-S0004-06142008000300011-1	T15	ENFERMEDAD	1299	1316	invasión vascular	372287009	EXACT
es-S1130-14732006000200011-1	T4	ENFERMEDAD	989	1049	lesión osteolítica de márgenes escleróticos a nivel parietal	30425001	NARROW
es-S1130-14732006000200011-1	T7	ENFERMEDAD	375	423	hematoma intraparenquimatoso cerebral espontáneo	431266005	NARROW
es-S1575-06202010000200004-1	T1	ENFERMEDAD	504	546	neumonías extrahospitalarias de repetición	699014000	EXACT
es-S1575-06202010000200004-1	T2	ENFERMEDAD	628	639	TB pulmonar	154283005	EXACT
es-S1575-06202010000200004-1	T4	ENFERMEDAD	424	459	neumonía por pneumocistis jirovecii	415125002	EXACT
es-S1575-06202010000200004-1	T6	ENFERMEDAD	642	679	lesiones cerebrales por toxoplasmosis	192701001	NARROW
es-S1575-06202010000200004-1	T9	ENFERMEDAD	55	69	politoxicómano	429299000	EXACT
es-S1575-06202010000200004-1	T10	ENFERMEDAD	93	97	UDVP	6525002	NARROW
es-S1575-06202010000200004-1	T11	ENFERMEDAD	896	988	lesiones se extendieron a tronco y extremidades, incluyendo plantas y palmas de pies y manos	725119006	NARROW
es-S1575-06202010000200004-1	T12	ENFERMEDAD	206	237	coinfección por el VIH y el VHC	442134007	EXACT
es-S1575-06202010000200004-1	T13	ENFERMEDAD	1010	1063	lesiones similares en pliegue interglúteo y genitales	95324001	NARROW
es-S1134-80462009000200004-1	T3	ENFERMEDAD	1383	1403	síndrome de Chiari I	253185002	EXACT
es-S1134-80462009000200004-1	T4	ENFERMEDAD	211	235	punción dural accidental	830275007	EXACT
es-S1698-69462006000200016-1	T1	ENFERMEDAD	596	625	inclusión del canino inferior	196419009	NARROW
es-S1698-69462006000200016-1	T2	ENFERMEDAD	915	930	diente incluido	38127003	EXACT
es-S1698-69462006000200016-1	T3	ENFERMEDAD	1145	1160	diente incluido	38127003	EXACT
es-S1698-69462006000200016-1	T4	ENFERMEDAD	144	193	inadecuada posición del canino inferior izquierdo	81256000	NARROW
es-S1698-69462006000200016-1	T6	ENFERMEDAD	801	826	transmigración del canino	278658009	NARROW
es-S1130-01082005001100017-2	T3	ENFERMEDAD	816	854	adenocarcinoma renal de células claras	254915003	EXACT
es-S0212-71992004001100006-1	T2	ENFERMEDAD	3721	3744	hiperostosis secundaria	76069003	NARROW
es-S0212-71992004001100006-1	T5	ENFERMEDAD	131	156	asma bronquial extrínseca	389145006	EXACT
es-S0212-71992004001100006-1	T6	ENFERMEDAD	4294	4307	tumor mamario	126926005	EXACT
es-S0212-71992004001100006-1	T8	ENFERMEDAD	3857	3872	cáncer primario	372087000	EXACT
es-S0212-71992004001100006-1	T9	ENFERMEDAD	1420	1443	edema en ambos párpados	15732321000119108	EXACT
es-S0212-71992004001100006-1	T14	ENFERMEDAD	3972	3995	calota con hiperostosis	76069003	NARROW
es-S0212-71992004001100006-1	T17	ENFERMEDAD	2423	2445	hipotirodismo primario	40930008	EXACT
es-S0212-71992004001100006-1	T18	ENFERMEDAD	567	592	hipertensión intracraneal	50490005	EXACT
es-S0212-71992004001100006-1	T23	ENFERMEDAD	3194	3231	hiperostosis difusa de calota craneal	76069003	NARROW
es-S0212-71992004001100006-1	T24	ENFERMEDAD	3377	3404	osteosclerosis generalizada	49347007	EXACT
es-S0212-71992004001100006-1	T29	ENFERMEDAD	1054	1087	crisis de sacudidas en hemicuerpo	26079004	NARROW
es-S1137-66272011000300024-1	T1	ENFERMEDAD	2453	2487	panadizo creció Klebsiella oxytoca	247517004	NARROW
es-S1137-66272011000300024-1	T2	ENFERMEDAD	2178	2222	riñón izquierdo múltiples quistes corticales	253883006	NARROW
es-S1137-66272011000300024-1	T3	ENFERMEDAD	2569	2587	diabetes tipo MODY	609561005	EXACT
es-S1137-66272011000300024-1	T5	ENFERMEDAD	2130	2158	agenesia dorsal del páncreas	719044008	NARROW
es-S1137-66272011000300024-1	T7	ENFERMEDAD	2501	2548	vulvovaginal fue positivo para Candida albicans	72605008	EXACT
es-S1137-66272011000300024-1	T10	ENFERMEDAD	968	986	Mandíbula en farol	128233005	NARROW
es-S1137-66272011000300024-1	T11	ENFERMEDAD	2674	2751	delección en heterozigosis de, al menos, los exones del 1 al 8 del gen HNF1 β	782964007	NARROW
es-S1137-66272011000300024-1	T12	ENFERMEDAD	640	661	infecciones urinarias	68566005	EXACT
es-S1137-66272011000300024-1	T15	ENFERMEDAD	2981	2999	lesiones micóticas	3218000	EXACT
es-S1137-66272011000300024-1	T16	ENFERMEDAD	211	263	descompensación hiperglucémica cetósica no acidótica	74627003	NARROW
es-S1137-66272011000300024-1	T18	ENFERMEDAD	2391	2428	Ausencia de cuerpo y cola pancreática	3855007	NARROW
es-S1137-66272011000300024-1	T19	ENFERMEDAD	1220	1284	Lesiones eritematosas y pruriginosas en región vulvar y perianal	700079006	NARROW
es-S1137-66272011000300024-1	T21	ENFERMEDAD	1312	1342	Paroniquia en cuarto dedo mano	444646006	NARROW
es-S1137-66272011000300024-1	T22	ENFERMEDAD	1352	1400	Dermopatía diabética extensa en piernas y brazos	238982009	NARROW
es-S1137-66272011000300024-1	T24	ENFERMEDAD	2312	2348	dilatación del sistema pielocalicial	197820003	NARROW
es-S0365-66912012000700004-1	T2	ENFERMEDAD	34	59	hipoacusia neurosensorial	60700002	EXACT
es-S0365-66912012000700004-1	T4	ENFERMEDAD	161	171	sordomudos	61947007	EXACT
es-S0365-66912012000700004-1	T5	ENFERMEDAD	384	400	AM en ambos ojos	677851000119101	EXACT
es-S0365-66912012000700004-1	T6	ENFERMEDAD	590	592	AM	232006002	EXACT
es-S0365-66912012000700004-1	T7	ENFERMEDAD	828	830	SA	770414008	EXACT
es-S0365-66912012000700004-1	T8	ENFERMEDAD	884	910	insuficiencia renal severa	723188008	NARROW
es-S0365-66912012000700004-1	T9	ENFERMEDAD	950	952	AM	232006002	EXACT
es-S0365-66912012000700004-1	T10	ENFERMEDAD	183	194	baja visión	13164000	EXACT
es-S1698-44472004000400012-1	T2	ENFERMEDAD	115	156	tercer molar inferior derecho erupcionado	300233000	NARROW
es-S1698-44472004000400012-1	T3	ENFERMEDAD	1204	1263	metástasis mandibular por hepatocarcinoma bien diferenciado	94403001	NARROW
es-S1698-44472004000400012-1	T5	ENFERMEDAD	2550	2645	metástasis que afectaban al occipital izquierdo, cuerpo esternal, pelvis, y múltiples vértebras	94222008	NARROW
es-S1698-44472004000400012-1	T8	ENFERMEDAD	396	420	adenomegalias cervicales	127086001	EXACT
es-S1698-44472004000400012-1	T9	ENFERMEDAD	1870	1945	hepatocarcinoma multicéntrico con afectación de los segmentos II, III, y IV	109841003	NARROW
es-S1698-44472004000400012-1	T11	ENFERMEDAD	295	335	tercer molar mandibular derecho, cariado	80967001	NARROW
es-S1698-44472004000400012-1	T12	ENFERMEDAD	2707	2727	lesiones vertebrales	410730009	EXACT
es-S0365-66912006000900010-1	T1	ENFERMEDAD	328	394	glaucoma agudo secundario a dicha masa presente en cámara anterior	788947003	NARROW
es-S0365-66912006000900010-1	T3	ENFERMEDAD	797	817	melanoma de coroides	127001008	NARROW
es-S0365-66912006000900010-1	T5	ENFERMEDAD	2027	2086	melanoma uveal difuso, con perforación de la pared escleral	274087000	NARROW
es-S0365-66912006000900010-1	T6	ENFERMEDAD	107	121	pérdida visual	40031005	EXACT
es-S0365-66912006000900010-1	T7	ENFERMEDAD	1178	1195	invasión escleral	188266000	NARROW
es-S1137-66272013000200023-1	T1	ENFERMEDAD	3405	3441	ureterohidronefrosis moderada-severa	40068008	NARROW
es-S1137-66272013000200023-1	T5	ENFERMEDAD	3564	3591	atrofia funcional del riñón	197659005	EXACT
es-S1137-66272013000200023-1	T9	ENFERMEDAD	2977	3044	lesiones metástasicas originarias del tumor urotelial plasmocitoide	14799000	NARROW
es-S1137-66272013000200023-1	T10	ENFERMEDAD	3824	3867	IAM inferoposterior y de ventrículo derecho	703251009	EXACT
es-S1137-66272013000200023-1	T12	ENFERMEDAD	650	683	carcinoma plasmocitoide de vejiga	255108000	NARROW
es-S1137-66272013000200023-1	T13	ENFERMEDAD	1707	1797	carcinoma de urotelio poco diferenciado, de alto grado, variante de células plasmocitoides	254913005	NARROW
es-S1137-66272013000200023-1	T15	ENFERMEDAD	2852	2881	tumor urotelial plasmocitoide	399326009	NARROW
es-S1130-01082008000900011-1	T1	ENFERMEDAD	116	197	lesión submucosa localizada en la vertiente gástrica de la unión esófago-gástrica	29384001	NARROW
es-S1130-01082008000900011-1	T2	ENFERMEDAD	2808	2838	quiste de duplicación gástrico	721161005	EXACT
es-S1130-01082008000900011-1	T4	ENFERMEDAD	2778	2792	quiste benigno	441457006	NARROW
es-S0365-66912009000300009-1	T2	ENFERMEDAD	219	237	condilomas en pene	92286008	NARROW
es-S0365-66912009000300009-1	T4	ENFERMEDAD	1031	1056	fibrosis corneal superior	95736009	NARROW
es-S0004-06142008000500009-1	T3	ENFERMEDAD	1026	1067	urinoma por ligadura o sección del uréter	236608000	NARROW
es-S0004-06142008000500009-1	T4	ENFERMEDAD	408	421	ectasia renal	371011007	EXACT
es-S0004-06142008000500009-1	T5	ENFERMEDAD	605	630	patología retroperitoneal	734045002	EXACT
es-S0004-06142008000500009-1	T6	ENFERMEDAD	1157	1164	urinoma	236609008	EXACT
es-S0211-69952016000600552-1	T2	ENFERMEDAD	1941	1976	calcificaciones renales bilaterales	48638002	EXACT
es-S0211-69952016000600552-1	T7	ENFERMEDAD	4447	4475	insuficiencia renal avanzada	723188008	NARROW
es-S0211-69952016000600552-1	T9	ENFERMEDAD	4756	4785	enfermedad tubulointersticial	95568003	NARROW
es-S0211-69952016000600552-1	T11	ENFERMEDAD	5132	5182	acidosis tubular renal distal autosómica dominante	236461000	EXACT
es-S0211-69952016000600552-1	T12	ENFERMEDAD	5184	5190	ATR-AD	1776003	NARROW
es-S0211-69952016000600552-1	T13	ENFERMEDAD	5626	5676	acidosis tubular renal distal autosómica dominante	236461000	EXACT
es-S0211-69952016000600552-1	T14	ENFERMEDAD	3895	3907	status focal	241006	EXACT
es-S0211-69952016000600552-1	T15	ENFERMEDAD	4020	4038	actividad comicial	313307000	EXACT
es-S0212-16112007000100015-1	T1	ENFERMEDAD	1416	1449	intoxicación aguda por metformina	241747006	NARROW
es-S0212-16112007000100015-1	T7	ENFERMEDAD	205	252	isquemia crónica en las extremidades inferiores	233961000	NARROW
es-S0212-16112007000100015-1	T10	ENFERMEDAD	1252	1274	acidosis láctica grave	91273001	NARROW
es-S0210-48062005000700012-1	T2	ENFERMEDAD	1395	1424	abscesos de psoas bilaterales	266463007	NARROW
es-S0210-48062005000700012-1	T4	ENFERMEDAD	1485	1511	espondilodiscitis en L5-S1	203241002	NARROW
es-S0210-48062005000700012-1	T5	ENFERMEDAD	955	978	espondilodiscitis L5-S1	203241002	NARROW
es-S0210-48062005000700012-1	T6	ENFERMEDAD	1027	1053	absceso de psoas bilateral	266463007	NARROW
es-S0210-48062005000700012-1	T7	ENFERMEDAD	1265	1286	colecciones del psoas	266463007	EXACT
es-S0365-66912007000200009-1	T1	ENFERMEDAD	1279	1327	lesión que afectara la vía visual prequiasmática	77157004	NARROW
es-S0365-66912007000200009-1	T2	ENFERMEDAD	1413	1543	lesiones desmielinizantes múltiples de la sustancia blanca subcortical y periventricular con afectación de la unión calloso-septal	16058431000119104	NARROW
es-S0365-66912007000200009-1	T4	ENFERMEDAD	695	734	cataratas córtico-nucleares bilaterales	95722004	NARROW
es-S0365-66912007000200009-1	T6	ENFERMEDAD	1883	1939	neuritis óptica retrobulbar de etiología desmielinizante	230507009	NARROW
es-S1887-85712016000100005-1	T2	ENFERMEDAD	112	130	carcinoma de recto	254582000	EXACT
es-S1887-85712016000100005-1	T3	ENFERMEDAD	512	519	SCASEST	401314000	EXACT
es-S1887-85712016000100005-1	T4	ENFERMEDAD	1687	1729	síndrome compartimental agudo en antebrazo	212381005	NARROW
es-S1887-85712016000100005-1	T6	ENFERMEDAD	2428	2486	lesiones vasculares con signos de sangrado activo arterial	27550009	NARROW
es-S1887-85712016000100005-1	T7	ENFERMEDAD	906	994	hematoma en cara volar de antebrazo derecho en relación a zona de punción de cateterismo	274179004	NARROW
es-S1887-85712016000100005-1	T9	ENFERMEDAD	1387	1414	parálisis total del miembro	44695005	NARROW
es-S0211-69952014000600016-1	T3	ENFERMEDAD	261	293	viruria (107 copias/ml) para BKV	431258001	NARROW
es-S0365-66912004001100012-1	T1	ENFERMEDAD	225	246	uveítis anterior leve	410692006	NARROW
es-S0365-66912004001100012-1	T3	ENFERMEDAD	422	450	coriorretinitis toxoplásmica	187194004	EXACT
es-S0365-66912004001100012-1	T6	ENFERMEDAD	778	807	hiposfagma bilateral superior	40788000	NARROW
es-S0365-66912004001100012-1	T8	ENFERMEDAD	861	899	queratopatía superficial en ambos ojos	343321000119102	EXACT
es-S0365-66912004001100012-1	T9	ENFERMEDAD	1131	1163	SSJ secundario a la sulfadiacina	403609001	NARROW
es-S0365-66912004001100012-1	T14	ENFERMEDAD	697	721	vesículas en mucosa oral	249400000	NARROW
es-S1130-05582003000600004-2	T1	ENFERMEDAD	1499	1540	destrucción del tabique intersinuso-nasal	7393007	NARROW
es-S1130-05582003000600004-2	T2	ENFERMEDAD	505	523	caries en pieza 23	80967001	EXACT
es-S1130-05582003000600004-2	T3	ENFERMEDAD	571	594	ausencia de la pieza 25	109674000	NARROW
es-S1130-05582003000600004-2	T4	ENFERMEDAD	526	568	obturaciones en piezas 21, 22, 24, 26 y 27	278550007	NARROW
es-S1130-05582003000600004-2	T15	ENFERMEDAD	349	380	desviación de la pirámide nasal	249316004	EXACT
es-S1130-05582003000600004-2	T16	ENFERMEDAD	390	424	obstrucción subjetiva de la narina	118237005	NARROW
es-S0210-48062004000800009-1	T3	ENFERMEDAD	1467	1525	carcinoma de células claras renales, quístico multilocular	734014001	NARROW
es-S0210-48062004000800009-1	T5	ENFERMEDAD	714	752	lesión quística compleja a nivel renal	722223000	EXACT
es-S1130-01082007001100009-1	T1	ENFERMEDAD	590	628	pólipos milimétricos en ampolla rectal	39772007	EXACT
es-S1130-01082007001100009-1	T3	ENFERMEDAD	630	676	hemorroides internas (una de ellas prolapsada)	80426004	EXACT
es-S1130-01082007001100009-1	T6	ENFERMEDAD	1000	1019	úlcera estercorárea	235767007	EXACT
es-S1130-01082007001100009-1	T7	ENFERMEDAD	1022	1060	síndrome de la úlcera rectal solitaria	716685003	EXACT
es-S1130-01082007001100009-1	T8	ENFERMEDAD	1289	1327	síndrome de la úlcera rectal solitaria	716685003	EXACT
es-S0210-48062007000300014-1	T1	ENFERMEDAD	909	921	infertilidad	8619003	EXACT
es-S0210-48062007000300014-1	T2	ENFERMEDAD	1923	1968	Testículo izquierdo de 4,68 cc con varicocele	51070004	NARROW
